;repository;method;msa;clustering;nRF;nwk;true_nwk;time
26;26;GIGA;true_msa;nil;1.0;"(((((transcript_4-17_ppan:0,transcript_5-13_ptro:0)1:0,transcript_6-13_hsap:0)1:0,((((((transcript_4-30_ppan:0,transcript_5-24_ptro:0)1:0,((((transcript_4-27_ppan:0.031,transcript_4-9_ppan:0)0:0,transcript_4-13_ppan:0.216)0:0,transcript_4-7_ppan:0.225)1:0,(((transcript_5-30_ptro:0,transcript_5-7_ptro:0)0:0,transcript_5-28_ptro:0)0:0,transcript_5-27_ptro:0)1:0)1:0)0:0,(transcript_4-28_ppan:0,transcript_5-18_ptro:0)1:0)0:0,(transcript_4-24_ppan:0,transcript_5-17_ptro:0)1:0)0:0,(transcript_4-18_ppan:0,transcript_5-16_ptro:0)1:0)1:0,transcript_6-7_hsap:0)1:0)0:0,((transcript_4-16_ppan:0,transcript_5-10_ptro:0)1:0,transcript_6-10_hsap:0)1:0)0:0,((transcript_4-10_ppan:0,transcript_5-9_ptro:0)1:0,transcript_6-9_hsap:0)1:0);";"(((transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1,transcript_6-9_hsap:1)1:1,((((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,((((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,(transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1)1:1,transcript_6-10_hsap:1)1:1,((((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1)1:1);";0.05777716636657715
27;27;GIGA;true_msa;nil;0.6;"(((((((transcript_4-34_ppan:0,transcript_5-34_ptro:0)1:0,transcript_6-50_hsap:0)1:0,((((transcript_4-39_ppan:0,transcript_5-39_ptro:0)1:0,(transcript_4-9_ppan:0,transcript_5-9_ptro:0)1:0)0:0,(transcript_4-38_ppan:0,transcript_5-38_ptro:0)1:0)1:0,transcript_6-9_hsap:0)1:0)0:0,((transcript_4-32_ppan:0,transcript_5-32_ptro:0)1:0,transcript_6-49_hsap:0)1:0)0:0,((transcript_4-30_ppan:0,transcript_5-30_ptro:0)1:0,transcript_6-19_hsap:0)1:0)0:0,((transcript_4-19_ppan:0,transcript_5-19_ptro:0)1:0,transcript_6-15_hsap:0)1:0)0:0,((transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0,transcript_6-14_hsap:0)1:0);";"(((((transcript_4-39_ppan:1,transcript_5-39_ptro:1)1:1,(transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1)1:1,transcript_6-19_hsap:1)1:1,(transcript_6-49_hsap:1,(transcript_6-50_hsap:1,transcript_6-14_hsap:1)1:1)1:1)1:1,(((((transcript_4-34_ppan:1,transcript_5-34_ptro:1)1:1,(transcript_4-32_ppan:1,transcript_5-32_ptro:1)1:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,transcript_6-15_hsap:1)1:1,((((transcript_4-38_ppan:1,transcript_5-38_ptro:1)1:1,(transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1)1:1,(transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1)1:1,transcript_6-9_hsap:1)1:1)1:1);";0.1178889274597168
28;28;GIGA;true_msa;nil;0.0;"(((transcript_4-27_ppan:0,transcript_5-27_ptro:0)1:0,(transcript_4-21_ppan:0,transcript_5-21_ptro:0)1:0)0:0,(transcript_4-26_ppan:0,transcript_5-26_ptro:0)1:0);";"((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1);";0.10338997840881348
29;29;GIGA;true_msa;nil;0.375;"(((((transcript_4-33_ppan:0,transcript_5-33_ptro:0)1:0,(transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0)0:0,(transcript_4-29_ppan:0,transcript_5-29_ptro:0)1:0)0:0,(transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0)0:0,(transcript_4-24_ppan:0,transcript_5-24_ptro:0)1:0);";"(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1)1:1)1:1);";0.06530570983886719
30;30;GIGA;true_msa;nil;0.0;"(((((transcript_4-14_ppan:0,transcript_5-14_ptro:0)1:0,(transcript_4-0_ppan:0,transcript_5-0_ptro:0)1:0)1:0,transcript_6-0_hsap:0)1:0,transcript_7-0_ggor:0)1:0,transcript_8-0_pabe:0);";"(((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,(transcript_4-0_ppan:1,transcript_5-0_ptro:1)1:1)1:1,transcript_6-0_hsap:1)1:1,transcript_7-0_ggor:1)1:1,transcript_8-0_pabe:1);";0.057042598724365234
31;31;GIGA;true_msa;nil;0.5329999999999999;"((((transcript_4-12_ppan:0,transcript_5-12_ptro:0)1:0,transcript_7-32_ggor:0)1:0,transcript_8-39_pabe:0)1:0,((((((((transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0,(transcript_4-4_ppan:0,transcript_5-4_ptro:0)1:0)0:0,(transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0)0:0,(transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0)0:0,(transcript_4-13_ppan:0,transcript_5-13_ptro:0)1:0)1:0,transcript_6-4_hsap:0)1:0,transcript_7-4_ggor:0)1:0,transcript_8-4_pabe:0)1:0);";"(((((transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1,(((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,((transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1,((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,(transcript_4-4_ppan:1,transcript_5-4_ptro:1)1:1)1:1)1:1)1:1)1:1,transcript_6-4_hsap:1)1:1,(transcript_7-32_ggor:1,transcript_7-4_ggor:1)1:1)1:1,(transcript_8-39_pabe:1,transcript_8-4_pabe:1)1:1);";0.06629729270935059
32;32;GIGA;true_msa;nil;0.467;"((((((transcript_4-21_ppan:0,transcript_5-21_ptro:0)1:0,transcript_6-38_hsap:0)1:0,((((transcript_4-26_ppan:0,transcript_5-26_ptro:0)1:0,(transcript_4-5_ppan:0,transcript_5-5_ptro:0)1:0)0:0,(transcript_4-23_ppan:0,transcript_5-23_ptro:0)1:0)1:0,transcript_6-5_hsap:0)1:0)0:0,((transcript_4-14_ppan:0,transcript_5-14_ptro:0)1:0,transcript_6-14_hsap:0)1:0)0:0,((transcript_4-12_ppan:0,transcript_5-12_ptro:0)1:0,transcript_6-12_hsap:0)1:0)1:0,transcript_7-5_ggor:0);";"(((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,transcript_6-14_hsap:1)1:1,(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1)1:1,transcript_6-12_hsap:1)1:1)1:1,((((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1,(transcript_4-5_ppan:1,transcript_5-5_ptro:1)1:1)1:1,(transcript_6-38_hsap:1,transcript_6-5_hsap:1)1:1)1:1)1:1,transcript_7-5_ggor:1);";0.0799400806427002
33;33;GIGA;true_msa;nil;0.0;"(((transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0,(transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0)0:0,(transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0);";"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1);";0.0901942253112793
34;34;GIGA;true_msa;nil;0.0;"((transcript_4-27_ppan:0,transcript_5-27_ptro:0)1:0,(transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0);";"((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1);";0.08042192459106445
35;35;GIGA;true_msa;nil;0.0;"(((((transcript_4-19_ppan:0,transcript_5-19_ptro:0)1:0,(transcript_4-2_ppan:0,transcript_5-2_ptro:0)1:0)1:0,transcript_6-2_hsap:0)1:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0);";"(((((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(transcript_4-2_ppan:1,transcript_5-2_ptro:1)1:1)1:1,transcript_6-2_hsap:1)1:1,transcript_7-2_ggor:1)1:1,transcript_8-2_pabe:1);";0.04999852180480957
36;36;GIGA;true_msa;nil;0.125;"((((((transcript_4-24_ppan:0,transcript_5-24_ptro:0)1:0,(transcript_4-6_ppan:0,transcript_5-6_ptro:0)1:0)0:0,(transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0)0:0,(transcript_4-14_ppan:0,transcript_5-14_ptro:0)1:0)1:0,transcript_6-6_hsap:0)1:0,transcript_7-6_ggor:0);";"((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,(((transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,(transcript_4-6_ppan:1,transcript_5-6_ptro:1)1:1)1:1)1:1,transcript_6-6_hsap:1)1:1,transcript_7-6_ggor:1);";0.08004879951477051
37;37;GIGA;true_msa;nil;0.5;"(((((transcript_4-11_ppan:0,transcript_5-11_ptro:0)1:0,transcript_6-11_hsap:0)1:0,(((((((transcript_4-29_ppan:0,transcript_5-29_ptro:0)1:0,(transcript_4-7_ppan:0,transcript_5-7_ptro:0)1:0)0:0,(transcript_4-27_ppan:0,transcript_5-27_ptro:0)1:0)0:0,(transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0)0:0,(transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0)0:0,(transcript_4-18_ppan:0,transcript_5-18_ptro:0)1:0)1:0,transcript_6-7_hsap:0)1:0)0:0,((transcript_4-10_ppan:0,transcript_5-10_ptro:0)1:0,transcript_6-10_hsap:0)1:0)1:0,transcript_7-7_ggor:0);";"((((((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1)1:1)1:1,transcript_6-11_hsap:1)1:1,(((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1,transcript_6-10_hsap:1)1:1)1:1,(((transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1,transcript_7-7_ggor:1);";0.06352853775024414
38;38;GIGA;true_msa;nil;0.375;"(((((transcript_4-28_ppan:0,transcript_5-28_ptro:0)1:0,(transcript_4-12_ppan:0,transcript_5-12_ptro:0)1:0)0:0,(transcript_4-23_ppan:0,transcript_5-23_ptro:0)1:0)0:0,(transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0)0:0,(transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0);";"(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1,(((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1)1:1,(transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1)1:1);";0.05672264099121094
39;39;GIGA;true_msa;nil;0.0;"(((transcript_4-26_ppan:0,transcript_5-26_ptro:0)1:0,(transcript_4-13_ppan:0,transcript_5-13_ptro:0)1:0)0:0,(transcript_4-20_ppan:0,transcript_5-20_ptro:0)1:0);";"((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1);";0.05773234367370605
40;40;GIGA;true_msa;nil;0.556;"(((((((transcript_4-13_ppan:0,transcript_5-13_ptro:0)1:0,transcript_6-13_hsap:0)1:0,(((((((((((((transcript_4-36_ppan:0,transcript_5-36_ptro:0)1:0,((transcript_4-19_ppan:2,transcript_4-0_ppan:0.963)1:0,(transcript_5-19_ptro:2,transcript_5-0_ptro:0.963)1:0)1:0.989)0:0,(transcript_4-34_ppan:0,transcript_5-34_ptro:0)1:0)0:0,(transcript_4-33_ppan:0,transcript_5-33_ptro:0)1:0)0:0,(transcript_4-31_ppan:0,transcript_5-31_ptro:0)1:0)0:0,(transcript_4-30_ppan:0,transcript_5-30_ptro:0)1:0)0:0,(transcript_4-29_ppan:0,transcript_5-29_ptro:0)1:0)0:0,(transcript_4-26_ppan:0,transcript_5-26_ptro:0)1:0)0:0,(transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0)0:0,(transcript_4-24_ppan:0,transcript_5-24_ptro:0)1:0)0:0,(transcript_4-18_ppan:0,transcript_5-18_ptro:0)1:0)0:0,(transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0)1:0,transcript_6-0_hsap:0)1:0)0:0,((transcript_4-10_ppan:0,transcript_5-10_ptro:0)1:0,transcript_6-10_hsap:0)1:0)0:0,((transcript_4-9_ppan:0,transcript_5-9_ptro:0)1:0,transcript_6-9_hsap:0)1:0)1:0,transcript_7-0_ggor:0)1:0,transcript_8-0_pabe:0);";"((((((transcript_4-34_ppan:1,transcript_5-34_ptro:1)1:1,(transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1)1:1,transcript_6-9_hsap:1)1:1,(((((transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1,((transcript_4-36_ppan:1,transcript_5-36_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1)1:1,((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1)1:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-31_ppan:1,transcript_5-31_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1)1:1)1:1,transcript_6-10_hsap:1)1:1)1:1,(((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-0_ppan:1,transcript_5-0_ptro:1)1:1)1:1,transcript_6-0_hsap:1)1:1)1:1)1:1,transcript_7-0_ggor:1)1:1,transcript_8-0_pabe:1);";0.10110235214233397
41;41;GIGA;true_msa;nil;0.0;"(((((transcript_4-35_ppan:0,transcript_5-35_ptro:0)1:0,(transcript_4-1_ppan:0,transcript_5-1_ptro:0)1:0)1:0,transcript_6-1_hsap:0)1:0,transcript_7-1_ggor:0)1:0,transcript_8-1_pabe:0);";"(((((transcript_4-35_ppan:1,transcript_5-35_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,transcript_7-1_ggor:1)1:1,transcript_8-1_pabe:1);";0.06628799438476562
42;42;GIGA;true_msa;nil;0.875;"(((transcript_7-49_ggor:0,transcript_8-56_pabe:0)1:0,((((transcript_4-11_ppan:0,transcript_5-11_ptro:0)1:0,transcript_6-2_hsap:0)1:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0)1:0)0:0,((transcript_6-11_hsap:0,transcript_7-48_ggor:0)1:0,transcript_8-55_pabe:0)1:0);";"(((((transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1,transcript_6-11_hsap:1)1:1,transcript_6-2_hsap:1)1:1,(transcript_7-48_ggor:1,(transcript_7-49_ggor:1,transcript_7-2_ggor:1)1:1)1:1)1:1,(transcript_8-55_pabe:1,(transcript_8-56_pabe:1,transcript_8-2_pabe:1)1:1)1:1);";0.08194589614868164
43;43;GIGA;true_msa;nil;0.0;"((transcript_7-52_ENSMUSG00000036980:0,(transcript_10-52_ENSG00000106290:0,transcript_11-52_ENSPTRG00000019474:0)1:0)1:0,transcript_12-52_ENSDARG00000102998:0);";"((transcript_7-52_ENSMUSG00000036980:1,(transcript_10-52_ENSG00000106290:1,transcript_11-52_ENSPTRG00000019474:1)1:1)1:1,transcript_12-52_ENSDARG00000102998:1);";0.13663196563720706
44;44;GIGA;true_msa;nil;0.0;"((((transcript_4-21_ppan:0,transcript_5-21_ptro:0)1:0,(transcript_4-7_ppan:0,transcript_5-7_ptro:0)1:0)0:0,(transcript_4-20_ppan:0,transcript_5-20_ptro:0)1:0)1:0,transcript_6-7_hsap:0);";"(((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,((transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1);";0.10533785820007324
45;45;GIGA;true_msa;nil;0.0;"(((transcript_4-32_ppan:0,transcript_5-32_ptro:0)1:0,(transcript_4-14_ppan:0,transcript_5-14_ptro:0)1:0)0:0,(transcript_4-28_ppan:0,transcript_5-28_ptro:0)1:0);";"((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,((transcript_4-32_ppan:1,transcript_5-32_ptro:1)1:1,(transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1)1:1);";0.07994675636291504
46;46;GIGA;true_msa;nil;0.0;"((((transcript_4-27_ppan:0,transcript_5-27_ptro:0)1:0,(transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0)0:0,(transcript_4-23_ppan:0,transcript_5-23_ptro:0)1:0)0:0,(transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0);";"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1)1:1);";0.0966794490814209
47;47;GIGA;true_msa;nil;0.5;"((((transcript_4-48_ppan:0,transcript_5-48_ptro:0)1:0,transcript_7-68_ggor:0)1:0,(((transcript_4-1_ppan:0,transcript_5-1_ptro:0)1:0,transcript_6-1_hsap:0)1:0,transcript_7-1_ggor:0)1:0)1:0,transcript_8-1_pabe:0);";"(((((transcript_4-48_ppan:1,transcript_5-48_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,(transcript_7-68_ggor:1,transcript_7-1_ggor:1)1:1)1:1,transcript_8-1_pabe:1);";0.09508061408996582
48;48;GIGA;true_msa;nil;0.75;"((((transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0,transcript_8-76_pabe:0)1:0,(((((((((transcript_4-54_ppan:0,transcript_5-59_ptro:0)1:0,(transcript_4-3_ppan:0,transcript_5-3_ptro:0)1:0)0:0,(transcript_4-46_ppan:0,transcript_5-46_ptro:0)1:0)0:0,(transcript_4-39_ppan:0,transcript_5-39_ptro:0)1:0)0:0,(transcript_4-34_ppan:0,transcript_5-34_ptro:0)1:0)0:0,(transcript_4-30_ppan:0,transcript_5-30_ptro:0)1:0)1:0,transcript_6-3_hsap:0)1:0,transcript_7-3_ggor:0)1:0,transcript_8-3_pabe:0)1:0)0:0,(((transcript_4-24_ppan:0,transcript_5-24_ptro:0)1:0,transcript_7-69_ggor:0)1:0,transcript_8-75_pabe:0)1:0);";"((((((transcript_4-34_ppan:1,transcript_5-34_ptro:1)1:1,(((transcript_4-54_ppan:1,transcript_4-39_ppan:1)1:1,transcript_5-39_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1)1:1,(((transcript_4-46_ppan:1,transcript_5-46_ptro:1)1:1,(transcript_4-25_ppan:1,(transcript_5-59_ptro:1,transcript_5-25_ptro:1)1:1)1:1)1:1,((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-3_ppan:1,transcript_5-3_ptro:1)1:1)1:1)1:1)1:1,transcript_6-3_hsap:1)1:1,(transcript_7-69_ggor:1,transcript_7-3_ggor:1)1:1)1:1,(transcript_8-75_pabe:1,(transcript_8-76_pabe:1,transcript_8-3_pabe:1)1:1)1:1);";0.07601618766784668
49;49;GIGA;true_msa;nil;0.667;"(((transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0,transcript_6-15_hsap:0)1:0,(((((((transcript_4-41_ppan:0,transcript_5-41_ptro:0)1:0,((transcript_4-53_ppan:0,transcript_4-11_ppan:0)1:0,transcript_5-11_ptro:0)1:0)0:0,(transcript_4-40_ppan:0,transcript_5-40_ptro:0)1:0)0:0,(transcript_4-35_ppan:0,transcript_5-35_ptro:0)1:0)0:0,(transcript_4-23_ppan:0,transcript_5-23_ptro:0)1:0)0:0,(transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0)1:0,transcript_6-11_hsap:0)1:0);";"((((((transcript_4-40_ppan:1,transcript_5-40_ptro:1)1:1,((transcript_4-53_ppan:1,transcript_4-35_ppan:1)1:1,transcript_5-35_ptro:1)1:1)1:1,(transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1)1:1,((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1)1:1,transcript_6-15_hsap:1)1:1,(((transcript_4-41_ppan:1,transcript_5-41_ptro:1)1:1,(transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1)1:1,transcript_6-11_hsap:1)1:1);";0.06470656394958496
50;50;GIGA;true_msa;nil;0.0;"((transcript_6-2_hsap:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0);";"((transcript_6-2_hsap:1,transcript_7-2_ggor:1)1:1,transcript_8-2_pabe:1);";0.056424140930175774
