GeneID	TranscriptID	ProteinID	Strand	ExonID	ExonRegionStart	ExonRegionEnd	ExonRank	cDNA_CodingStart	cDNA_CodingEnd	GenomicCodingStart	GenomicCodingEnd	StartPhase	EndPhase
ENSG00000007372	ENST00000474783		-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003513121	31802704	31802834	5					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003652899	31801561	31801776	6					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003806403	31811115	31811328	1					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00002194017	31806402	31806462	4					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003695512	31800691	31800856	7					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003697836	31794630	31794788	8					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003702124	31794032	31794114	9					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003697229	31793652	31793802	10					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00003808837	31790710	31793553	11					-1	-1
ENSG00000007372	ENST00000474783		-1	ENSE00001920965	31789918	31790019	12					-1	-1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003698739	31794630	31794788	5	2099	2257	31794630	31794788	1	1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003696657	31794032	31794114	6	2258	2340	31794032	31794114	1	0
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003697187	31793652	31793802	7	2341	2491	31793652	31793802	0	1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003701932	31793438	31793553	8	2492	2607	31793438	31793553	1	0
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003700637	31790710	31790860	9	2608	2758	31790710	31790860	0	1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00001912051	31800691	31800856	4	1984	2098	31800691	31800805	-1	1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00001819707	31802704	31804046	1					-1	-1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00003499781	31801871	31801912	2					-1	-1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00001855929	31801230	31801776	3					-1	-1
ENSG00000007372	ENST00000638629	ENSP00000490971	-1	ENSE00002194708	31789934	31790019	10	2759	2844	31789934	31790019	1	0
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003698739	31794630	31794788	6	672	830	31794630	31794788	1	1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003696657	31794032	31794114	7	831	913	31794032	31794114	1	0
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003697187	31793652	31793802	8	914	1064	31793652	31793802	0	1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003701932	31793438	31793553	9	1065	1180	31793438	31793553	1	0
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003700637	31790710	31790860	10	1181	1331	31790710	31790860	0	1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003513121	31802704	31802834	2					-1	-1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00001912051	31800691	31800856	5	557	671	31800691	31800805	-1	1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00003499781	31801871	31801912	3					-1	-1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00002194708	31789934	31790019	11	1332	1417	31789934	31790019	1	0
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00001892923	31803952	31804175	1					-1	-1
ENSG00000007372	ENST00000639548	ENSP00000491944	-1	ENSE00002192230	31801669	31801776	4					-1	-1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003698739	31794630	31794788	5	630	788	31794630	31794788	1	1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003696657	31794032	31794114	6	789	871	31794032	31794114	1	0
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003697187	31793652	31793802	7	872	1022	31793652	31793802	0	1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003701932	31793438	31793553	8	1023	1138	31793438	31793553	1	0
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003700637	31790710	31790860	9	1139	1289	31790710	31790860	0	1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00003513121	31802704	31802834	2					-1	-1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00001912051	31800691	31800856	4	515	629	31800691	31800805	-1	1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00002194708	31789934	31790019	10	1290	1375	31789934	31790019	1	0
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00001892923	31803952	31804175	1					-1	-1
ENSG00000007372	ENST00000640125	ENSP00000492166	-1	ENSE00002192230	31801669	31801776	3					-1	-1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003698739	31794630	31794788	6	842	1000	31794630	31794788	1	1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003696657	31794032	31794114	7	1001	1083	31794032	31794114	1	0
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003697187	31793652	31793802	8	1084	1234	31793652	31793802	0	1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003701932	31793438	31793553	9	1235	1350	31793438	31793553	1	0
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003700637	31790710	31790860	10	1351	1501	31790710	31790860	0	1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003513121	31802704	31802834	2					-1	-1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003652899	31801561	31801776	4					-1	-1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00001912051	31800691	31800856	5	727	841	31800691	31800805	-1	1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00003499781	31801871	31801912	3					-1	-1
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00002194708	31789934	31790019	11	1502	1587	31789934	31790019	1	0
ENSG00000007372	ENST00000481563	ENSP00000492205	-1	ENSE00001925025	31803952	31804237	1					-1	-1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003602163	31802704	31802834	2	11	141	31802704	31802834	1	0
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003512677	31801871	31801912	3	142	183	31801871	31801912	0	0
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003695229	31800691	31800856	5	292	457	31800691	31800856	0	1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003698739	31794630	31794788	6	458	616	31794630	31794788	1	1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003696657	31794032	31794114	7	617	699	31794032	31794114	1	0
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003697187	31793652	31793802	8	700	850	31793652	31793802	0	1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003701932	31793438	31793553	9	851	966	31793438	31793553	1	0
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003700637	31790710	31790860	10	967	1117	31790710	31790860	0	1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00002194708	31789934	31790019	11	1118	1203	31789934	31790019	1	0
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003811152	31806402	31806411	1	1	10	31806402	31806411	0	1
ENSG00000007372	ENST00000638696	ENSP00000492756	-1	ENSE00003809225	31801669	31801776	4	184	291	31801669	31801776	0	0
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003602163	31802704	31802834	2	11	141	31802704	31802834	1	0
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003695229	31800691	31800856	4	250	415	31800691	31800856	0	1
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003698739	31794630	31794788	5	416	574	31794630	31794788	1	1
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003696657	31794032	31794114	6	575	657	31794032	31794114	1	0
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003697187	31793652	31793802	7	658	808	31793652	31793802	0	1
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003701932	31793438	31793553	8	809	924	31793438	31793553	1	0
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003700637	31790710	31790860	9	925	1075	31790710	31790860	0	1
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00002194708	31789934	31790019	10	1076	1161	31789934	31790019	1	0
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003811152	31806402	31806411	1	1	10	31806402	31806411	0	1
ENSG00000007372	ENST00000638755	ENSP00000492181	-1	ENSE00003809225	31801669	31801776	3	142	249	31801669	31801776	0	0
ENSG00000007372	ENST00000470027		-1	ENSE00003697836	31794630	31794788	3					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003702124	31794032	31794114	4					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003697229	31793652	31793802	5					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003810943	31802704	31804460	1					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00001890785	31800691	31801776	2					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003697085	31793438	31793553	6					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003699697	31790710	31790860	7					-1	-1
ENSG00000007372	ENST00000470027		-1	ENSE00003695009	31789936	31790019	8					-1	-1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003602163	31802704	31802834	2	229	359	31802704	31802834	1	0
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003523920	31801561	31801776	3	360	575	31801561	31801776	0	0
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003695229	31800691	31800856	4	576	741	31800691	31800856	0	1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003698739	31794630	31794788	5	742	900	31794630	31794788	1	1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003696657	31794032	31794114	6	901	983	31794032	31794114	1	0
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003697187	31793652	31793802	7	984	1134	31793652	31793802	0	1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003701932	31793438	31793553	8	1135	1250	31793438	31793553	1	0
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003700637	31790710	31790860	9	1251	1401	31790710	31790860	0	1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003811289	31806402	31806629	1	219	228	31806402	31806411	-1	1
ENSG00000007372	ENST00000640287	ENSP00000492822	-1	ENSE00003702433	31789936	31790019	10	1402	1485	31789936	31790019	1	1
ENSG00000007372	ENST00000533333		-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003695512	31800691	31800856	5					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003697836	31794630	31794788	6					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003702124	31794032	31794114	7					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003697229	31793652	31793802	8					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003697085	31793438	31793553	9					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003699697	31790710	31790860	10					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00003695009	31789936	31790019	11					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00001798875	31811213	31811308	1					-1	-1
ENSG00000007372	ENST00000533333		-1	ENSE00002175000	31801561	31806462	4					-1	-1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00002523992	31806402	31806462	3	420	429	31806402	31806411	-1	1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003602163	31802704	31802834	4	430	560	31802704	31802834	1	0
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003512677	31801871	31801912	5	561	602	31801871	31801912	0	0
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003695229	31800691	31800856	7	618	783	31800691	31800856	0	1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003698739	31794630	31794788	8	784	942	31794630	31794788	1	1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003696657	31794032	31794114	9	943	1025	31794032	31794114	1	0
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003697187	31793652	31793802	10	1026	1176	31793652	31793802	0	1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003701932	31793438	31793553	11	1177	1292	31793438	31793553	1	0
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003700637	31790710	31790860	12	1293	1443	31790710	31790860	0	1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00001479802	31810828	31811118	1					-1	-1
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00003638387	31801762	31801776	6	603	617	31801762	31801776	0	0
ENSG00000007372	ENST00000640613	ENSP00000492587	-1	ENSE00002145051	31789938	31790019	13	1444	1525	31789938	31790019	1	2
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00002523992	31806402	31806462	4	419	428	31806402	31806411	-1	1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003602163	31802704	31802834	5	429	559	31802704	31802834	1	0
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003512677	31801871	31801912	6	560	601	31801871	31801912	0	0
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003695229	31800691	31800856	8	617	782	31800691	31800856	0	1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003698739	31794630	31794788	9	783	941	31794630	31794788	1	1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003696657	31794032	31794114	10	942	1024	31794032	31794114	1	0
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003697187	31793652	31793802	11	1025	1175	31793652	31793802	0	1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003701932	31793438	31793553	12	1176	1291	31793438	31793553	1	0
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003700637	31790710	31790860	13	1292	1442	31790710	31790860	0	1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003638387	31801762	31801776	7	602	616	31801762	31801776	0	0
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00001713095	31817809	31817910	1					-1	-1
ENSG00000007372	ENST00000423822	ENSP00000388132	-1	ENSE00003809485	31789941	31790019	14	1443	1521	31789941	31790019	1	2
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003698739	31794630	31794788	5	740	898	31794630	31794788	1	1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003696657	31794032	31794114	6	899	981	31794032	31794114	1	0
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003697187	31793652	31793802	7	982	1132	31793652	31793802	0	1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003701932	31793438	31793553	8	1133	1248	31793438	31793553	1	0
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003700637	31790710	31790860	9	1249	1399	31790710	31790860	0	1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003513121	31802704	31802834	2					-1	-1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003652899	31801561	31801776	3					-1	-1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00001912051	31800691	31800856	4	625	739	31800691	31800805	-1	1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003802319	31803020	31803245	1					-1	-1
ENSG00000007372	ENST00000639061	ENSP00000491324	-1	ENSE00003804533	31789946	31790019	10	1400	1473	31789946	31790019	1	0
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003698739	31794630	31794788	6	1064	1222	31794630	31794788	1	1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003696657	31794032	31794114	7	1223	1305	31794032	31794114	1	0
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003697187	31793652	31793802	8	1306	1456	31793652	31793802	0	1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003701932	31793438	31793553	9	1457	1572	31793438	31793553	1	0
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003700637	31790710	31790860	10	1573	1723	31790710	31790860	0	1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003513121	31802704	31802834	3					-1	-1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003652899	31801561	31801776	4					-1	-1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00001912051	31800691	31800856	5	949	1063	31800691	31800805	-1	1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003804533	31789946	31790019	11	1724	1797	31789946	31790019	1	0
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003807074	31805389	31805795	1					-1	-1
ENSG00000007372	ENST00000640766	ENSP00000491214	-1	ENSE00003805627	31803584	31803726	2					-1	-1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00002523992	31806402	31806462	2	120	129	31806402	31806411	-1	1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003602163	31802704	31802834	3	130	260	31802704	31802834	1	0
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003512677	31801871	31801912	4	261	302	31801871	31801912	0	0
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003523920	31801561	31801776	5	303	518	31801561	31801776	0	0
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003695229	31800691	31800856	6	519	684	31800691	31800856	0	1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003698739	31794630	31794788	7	685	843	31794630	31794788	1	1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003696657	31794032	31794114	8	844	926	31794032	31794114	1	0
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003697187	31793652	31793802	9	927	1077	31793652	31793802	0	1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003701932	31793438	31793553	10	1078	1193	31793438	31793553	1	0
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00001700557	31806849	31806916	1					-1	-1
ENSG00000007372	ENST00000640963	ENSP00000492397	-1	ENSE00003801400	31789946	31790019	11	1194	1267	31789946	31790019	0	2
ENSG00000007372	ENST00000471303		-1	ENSE00003807061	31810828	31811121	1					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003513121	31802704	31802834	4					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003652899	31801561	31801776	5					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00002194017	31806402	31806462	3					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003695512	31800691	31800856	6					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003697085	31793438	31793553	8					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003699697	31790710	31790860	9					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00002182497	31793652	31794788	7					-1	-1
ENSG00000007372	ENST00000471303		-1	ENSE00003811322	31789946	31790019	10					-1	-1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00002523992	31806402	31806462	4	462	471	31806402	31806411	-1	1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003602163	31802704	31802834	5	472	602	31802704	31802834	1	0
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003523920	31801561	31801776	6	603	818	31801561	31801776	0	0
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003695229	31800691	31800856	7	819	984	31800691	31800856	0	1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003698739	31794630	31794788	8	985	1143	31794630	31794788	1	1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003696657	31794032	31794114	9	1144	1226	31794032	31794114	1	0
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003697187	31793652	31793802	10	1227	1377	31793652	31793802	0	1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003701932	31793438	31793553	11	1378	1493	31793438	31793553	1	0
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003700637	31790710	31790860	12	1494	1644	31790710	31790860	0	1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003804533	31789946	31790019	13	1645	1718	31789946	31790019	1	0
ENSG00000007372	ENST00000379111	ENSP00000368406	-1	ENSE00003802750	31811808	31811952	1					-1	-1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00002523992	31806402	31806462	4	877	886	31806402	31806411	-1	1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003602163	31802704	31802834	5	887	1017	31802704	31802834	1	0
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003523920	31801561	31801776	6	1018	1233	31801561	31801776	0	0
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003695229	31800691	31800856	7	1234	1399	31800691	31800856	0	1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003698739	31794630	31794788	8	1400	1558	31794630	31794788	1	1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003696657	31794032	31794114	9	1559	1641	31794032	31794114	1	0
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003697187	31793652	31793802	10	1642	1792	31793652	31793802	0	1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003701932	31793438	31793553	11	1793	1908	31793438	31793553	1	0
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003700637	31790710	31790860	12	1909	2059	31790710	31790860	0	1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00003804533	31789946	31790019	13	2060	2133	31789946	31790019	1	0
ENSG00000007372	ENST00000639950	ENSP00000491862	-1	ENSE00002192600	31812572	31813131	1					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003697836	31794630	31794788	2					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003702124	31794032	31794114	3					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003697229	31793652	31793802	4					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003697085	31793438	31793553	5					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003699697	31790710	31790860	6					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00002163500	31800539	31800651	1					-1	-1
ENSG00000007372	ENST00000464174		-1	ENSE00003806501	31789947	31790019	7					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00003697836	31794630	31794788	3					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00003702124	31794032	31794114	4					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00003697229	31793652	31793802	5					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00001890785	31800691	31801776	2					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00003697085	31793438	31793553	6					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00003806501	31789947	31790019	7					-1	-1
ENSG00000007372	ENST00000494377		-1	ENSE00002150960	31802704	31802946	1					-1	-1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003698739	31794630	31794788	6	751	909	31794630	31794788	1	1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003696657	31794032	31794114	7	910	992	31794032	31794114	1	0
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003697187	31793652	31793802	8	993	1143	31793652	31793802	0	1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003701932	31793438	31793553	9	1144	1259	31793438	31793553	1	0
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003700637	31790710	31790860	10	1260	1410	31790710	31790860	0	1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003652899	31801561	31801776	4					-1	-1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00001912051	31800691	31800856	5	636	750	31800691	31800805	-1	1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00002194017	31806402	31806462	3					-1	-1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00002187523	31810828	31811057	1					-1	-1
ENSG00000007372	ENST00000638250	ENSP00000491365	-1	ENSE00003807710	31789947	31790019	11	1411	1483	31789947	31790019	1	2
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003698739	31794630	31794788	9	1191	1349	31794630	31794788	1	1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003696657	31794032	31794114	10	1350	1432	31794032	31794114	1	0
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003697187	31793652	31793802	11	1433	1583	31793652	31793802	0	1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003701932	31793438	31793553	12	1584	1699	31793438	31793553	1	0
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003700637	31790710	31790860	13	1700	1850	31790710	31790860	0	1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003513121	31802704	31802834	6					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003652899	31801561	31801776	7					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00001912051	31800691	31800856	8	1076	1190	31800691	31800805	-1	1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003807426	31811115	31811322	1					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00002194017	31806402	31806462	4					-1	-1
ENSG00000007372	ENST00000379123	ENSP00000368418	-1	ENSE00003805627	31803584	31803726	5					-1	-1
